year|quarter|TerminDate|submitURL|orgName|clientName|clientGovtEntity|senateID|houseID|contactIntlPhone|name|address|city|state|zip|country|prinCity|prinState|prinZip|prinZipExt|prinCountry|SelfSelect|SignedName|SignedDate|noLobbying|income|expenses|expensesMethod|area_code|issues|agencies|lobbyists|foreignEntIssues|updatedClientAddr|updatedClientCity|updatedClientState|updatedClientZip|updatedClientZipExt|updatedClientCountry|updatedPrinClientCity|updatedPrinClientState|updatedPrinClientZip|updatedPrinClientZipExt|updatedPrinClientCountry|foreignEntities|inactive_lobbyists|affiliatedOrgs|affiliatedOrgUrl|inactive_ali_codes
2013 |2A |||Chamber of Commerce of the U.S.A. |Chamber of Commerce of the U.S.A. |N |38756-12 |318860000 |||1615 H STREET, NW |WASHINGTON |DC |20062 |USA ||||||Y |Ryan P. Meyers |7/22/2013 5:54:06 PM |||13970000.00 |C |IND|ISSUE: H.R. 409 / S. 165, Indian Trust Asset Reform Act  H.R. 666, To amend the Act of June 18, 1934, to reaffirm the authority of the Secretary of the Interior to take land into trust for Indian tribes  H.R. 1226, Tribal Labor Sovereignty Act of 2013  H.R. 1306 / S. 14, Southeast Alaska Native Land Conveyance Act  H.R. 1410, Keep the Promise Act of 2013  H.R. 1548, Native American Energy Act   Various issues relating to the promotion of energy development on Native American lands; Native American taxation  |U.S. SENATE, U.S. HOUSE OF REPRESENTATIVES|Lobbyist name: Thomas  Donohue ; Lobbyist name: R. Bruce  Josten ; Lobbyist name: Ronald  Eidshaug ; Lobbyist name: Scott  Eckart ; Lobbyist name: Jason  Matthews ; Lobbyist name: Sarah  Suckow ; Lobbyist name: Daniel  Hillenbrand ; Lobbyist name: Daniel  Mahoney ; Lobbyist name: David  Brinton ; Lobbyist name: Nicholas  Andrews , Covered Position: Rep. Mario Diaz-Balart, Unpaid Intern, January-March 2012 ||||||||||||||Name: Daren  Bakst ; Name: Shea  Bettwy ; Name: Diego  Bonomo ; Name: Kathleen  McInerney ; Name: Cecelia  Retelle ; Name: Chris  Strow ||http://www.uschamber.com/associations/c100/committee-100-members; http://www.theglobalipcenter.com/sites/default/files/1_1_2012_cacp_membership_list_.pdf |
2013 |2A |||Chamber of Commerce of the U.S.A. |Chamber of Commerce of the U.S.A. |N |38756-12 |318860000 |||1615 H STREET, NW |WASHINGTON |DC |20062 |USA ||||||Y |Ryan P. Meyers |7/22/2013 5:54:06 PM |||13970000.00 |C |INS|ISSUE: H.R. 508, Terrorism Risk Insurance Act of 2002 Reauthorization Act of 2013 H.R. 2199, Flood Insurance Implementation Reform Act of 2013  S. 996, A bill to improve the National Flood Insurance Program, and for other purposes   Various issues relating to the Terrorism Risk Insurance Program; National Flood Insurance Program |U.S. SENATE, U.S. HOUSE OF REPRESENTATIVES|Lobbyist name: Thomas  Donohue ; Lobbyist name: R. Bruce  Josten ; Lobbyist name: Ronald  Eidshaug ; Lobbyist name: Jason  Matthews ; Lobbyist name: Scott  Eckart ; Lobbyist name: Justin  Lumadue ; Lobbyist name: Sarah  Suckow ; Lobbyist name: Daniel  Hillenbrand ; Lobbyist name: Daniel  Mahoney ; Lobbyist name: David  Brinton ; Lobbyist name: Nicholas  Andrews , Covered Position: Rep. Mario Diaz-Balart, Unpaid Intern, January-March 2012 ||||||||||||||Name: Daren  Bakst ; Name: Shea  Bettwy ; Name: Diego  Bonomo ; Name: Kathleen  McInerney ; Name: Cecelia  Retelle ; Name: Chris  Strow ||http://www.uschamber.com/associations/c100/committee-100-members; http://www.theglobalipcenter.com/sites/default/files/1_1_2012_cacp_membership_list_.pdf |
2013 |2A |||Chamber of Commerce of the U.S.A. |Chamber of Commerce of the U.S.A. |N |38756-12 |318860000 |||1615 H STREET, NW |WASHINGTON |DC |20062 |USA ||||||Y |Ryan P. Meyers |7/22/2013 5:54:06 PM |||13970000.00 |C |LBR|"ISSUE: H.R. 1120, Preventing Greater Uncertainty in Labor-Management Relations Act  H.R. 1406, Working Families Flexibility Act of 2013  H.R. 1226, Tribal Labor Sovereignty Act of 2013  H.R. 1982, Medicare Secondary Payer and Workers' Compensation Settlement Agreements Act of 2013  H.R. 2346, Secret Ballot Protection Act  H.R. 2347 / S. 1166, Representation Fairness Restoration Act   Potential legislation similar to H.R. 2810, Employee Rights Act (112th Congress)  Potential legislation similar to S. 1425, Fair Representation in Elections Act of 2011  Potential legislation similar to S. 1507, Employee Rights Act (112th Congress)   DOL RIN 1250-AA02, Affirmative Action and Nondiscrimination Obligations of Contractors and Subcontractors: Evaluation of Recruitment and Placement Results Under Section 503: Incompleteness and inaccuracy of cost estimates and omission of benefit analysis  DOL RIN 1250 AA00, Affirmative Action and Nondiscrimination Obligations of Contractors and Subcontractors; Evaluation of Recruitment and Placement Results Under the VEVRAA of 1974, As Amended; Incompleteness and inaccuracy of cost estimates and omission of benefit analysis   DOL RIN 1210-AB32 (EBSA Definition of ""Fiduciary""): Errors and omissions in cost impact analysis   DOL RIN 1205-AB58 (H2B Temporary Workers): Errors and omissions in cost and benefit analysis and in analysis of impacts on small entities  Regulation related to a posting of labor rights (76 Fed. Reg. 54,006, August 30, 2011)   Proposed regulation related to the advice exemption under section 203 of the LMRDA (76 Fed. Reg. 36,178, June 21, 2011)  Potential ""high road""/blacklisting government contracting Executive Order or regulation   Proposed regulation related to election process by the NLRB (76 Fed. Reg. 36,812, June 22, 2011)  Final regulation related to election process by the NLRB (76 Fed. Reg. 80,138, December 22, 011)   Proposed regulation regarding recording and reporting of musculoskeletal disorders (75 Fed. Reg. 4,728, January 29, 2010) and reopening of comment period (76 Fed. Reg. 28,383, May 17, 2011)   Proposed regulation regarding the companionship exemption from the Fair Labor Standards Act (76 Fed. Reg. 81,190, December 27, 2011)   Various issues relating to indexing the minimum wage; legislation and oversight addressing the National Labor Relations Board, including the implementation and oversight of the National Labor Relations Act (P.L. 74-198); NLRB jurisdiction and the preemption of conflicting state actions; potential use of electronic voting by the NLRB; National Labor Relations Board decisions and regulatory agenda; Department of Labor regulatory agenda "|U.S. SENATE, U.S. HOUSE OF REPRESENTATIVES, Labor - Dept of (DOL), Office of Management & Budget (OMB), Natl Labor Relations Board (NLRB), Small Business Adminstration (SBA)|Lobbyist name: Thomas  Donohue ; Lobbyist name: R. Bruce  Josten ; Lobbyist name: Ronald  Eidshaug ; Lobbyist name: Allison  Dembeck ; Lobbyist name: Scott  Eckart ; Lobbyist name: Sarah  Suckow ; Lobbyist name: Daniel  Hillenbrand ; Lobbyist name: Daniel  Mahoney ; Lobbyist name: David  Brinton ; Lobbyist name: Nicholas  Andrews , Covered Position: Rep. Mario Diaz-Balart, Unpaid Intern, January-March 2012 ; Lobbyist name: Martin  Regalia ; Lobbyist name: Ronald  Bird ; Lobbyist name: Michael  Billet ; Lobbyist name: Marc  Freedman ; Lobbyist name: James  Plunkett ; Lobbyist name: Randel  Johnson ||||||||||||||Name: Daren  Bakst ; Name: Shea  Bettwy ; Name: Diego  Bonomo ; Name: Kathleen  McInerney ; Name: Cecelia  Retelle ; Name: Chris  Strow ||http://www.uschamber.com/associations/c100/committee-100-members; http://www.theglobalipcenter.com/sites/default/files/1_1_2012_cacp_membership_list_.pdf |
2013 |2A |||Chamber of Commerce of the U.S.A. |Chamber of Commerce of the U.S.A. |N |38756-12 |318860000 |||1615 H STREET, NW |WASHINGTON |DC |20062 |USA ||||||Y |Ryan P. Meyers |7/22/2013 5:54:06 PM |||13970000.00 |C |MAR|ISSUE: Various issues relating to the United Nations Convention on the Law of the Sea |U.S. SENATE, U.S. HOUSE OF REPRESENTATIVES|Lobbyist name: Thomas  Donohue ; Lobbyist name: R. Bruce  Josten ; Lobbyist name: Ronald  Eidshaug ; Lobbyist name: Jeffrey  Lungren ; Lobbyist name: Sarah  Suckow ; Lobbyist name: Daniel  Hillenbrand ; Lobbyist name: Daniel  Mahoney ; Lobbyist name: David  Brinton ; Lobbyist name: Nicholas  Andrews , Covered Position: Rep. Mario Diaz-Balart, Unpaid Intern, January-March 2012 ||||||||||||||Name: Daren  Bakst ; Name: Shea  Bettwy ; Name: Diego  Bonomo ; Name: Kathleen  McInerney ; Name: Cecelia  Retelle ; Name: Chris  Strow ||http://www.uschamber.com/associations/c100/committee-100-members; http://www.theglobalipcenter.com/sites/default/files/1_1_2012_cacp_membership_list_.pdf |
2013 |2A |||Chamber of Commerce of the U.S.A. |Chamber of Commerce of the U.S.A. |N |38756-12 |318860000 |||1615 H STREET, NW |WASHINGTON |DC |20062 |USA ||||||Y |Ryan P. Meyers |7/22/2013 5:54:06 PM |||13970000.00 |C |NAT|ISSUE: H.R. 1314 / S. 19, A bill to amend the Endangered Species Act of 1973 to establish a procedure for approval of certain settlements   Various issues relating to environment and energy policy; expanding NEPA analysis for exported products; mining policy; mining permitting; Endangered Species Act (P.L. 93-205), reform and policy reform |U.S. SENATE, U.S. HOUSE OF REPRESENTATIVES|Lobbyist name: Thomas  Donohue ; Lobbyist name: R. Bruce  Josten ; Lobbyist name: Ronald  Eidshaug ; Lobbyist name: William  Kovacs ; Lobbyist name: Matthew  Hite ; Lobbyist name: Keith  Holman ; Lobbyist name: Mary  Martin ||||||||||||||Name: Daren  Bakst ; Name: Shea  Bettwy ; Name: Diego  Bonomo ; Name: Kathleen  McInerney ; Name: Cecelia  Retelle ; Name: Chris  Strow ||http://www.uschamber.com/associations/c100/committee-100-members; http://www.theglobalipcenter.com/sites/default/files/1_1_2012_cacp_membership_list_.pdf |
2013 |2A |||Chamber of Commerce of the U.S.A. |Chamber of Commerce of the U.S.A. |N |38756-12 |318860000 |||1615 H STREET, NW |WASHINGTON |DC |20062 |USA ||||||Y |Ryan P. Meyers |7/22/2013 5:54:06 PM |||13970000.00 |C |RET|ISSUE: H.R. 2117, Retirement Plan Simplification and Enhancement Act of 2013 S. 606, Shrinking Emergency Account Losses (SEAL) Act of 2013  Regulations issued by the Pension Benefit Guaranty Corporation pertaining to reportable event requirements under ERISA, 78 Fed. Reg. 20,039 (Apr. 3, 2013) (to be codified at 29 C.F.R. pts. 4000, 4001, 4043, 4204, 4206, 4231)   Various issues relating to reform of tax incentives pertaining to private retirement plans; reform of multiemployer defined benefit pension funding; financial reporting requirements regulated by the Financial Accounting Standards Board  |U.S. SENATE, U.S. HOUSE OF REPRESENTATIVES, Labor - Dept of (DOL), Pension Benefit Guaranty Corporation (PBGC), Treasury - Dept of|Lobbyist name: Thomas  Donohue ; Lobbyist name: R. Bruce  Josten ; Lobbyist name: Ronald  Eidshaug ; Lobbyist name: Aliya  Wong ; Lobbyist name: Randel  Johnson ||||||||||||||Name: Daren  Bakst ; Name: Shea  Bettwy ; Name: Diego  Bonomo ; Name: Kathleen  McInerney ; Name: Cecelia  Retelle ; Name: Chris  Strow ||http://www.uschamber.com/associations/c100/committee-100-members; http://www.theglobalipcenter.com/sites/default/files/1_1_2012_cacp_membership_list_.pdf |
2013 |2A |||Chamber of Commerce of the U.S.A. |Chamber of Commerce of the U.S.A. |N |38756-12 |318860000 |||1615 H STREET, NW |WASHINGTON |DC |20062 |USA ||||||Y |Ryan P. Meyers |7/22/2013 5:54:06 PM |||13970000.00 |C |SMB|ISSUE: H.R. 1105, Small Business Capital Access and Job Preservation Act H.R. 1240, Commercial Real Estate and Economic Development Act of 2013 S. 24, Small Business Health Relief Act of 2013 S. 289, Commercial Real Estate and Economic Development Act of 2013, including changes to the SBA 504 program   S. 511, EXCEL Act, provisions relating to the ABA ABIC program   Potential legislation similar to H.R.3267, Protect Small Business Jobs Act of 2011  Various issues relating to the SBA Budget; Credit Subsidy for the SBA lending Programs |U.S. SENATE, U.S. HOUSE OF REPRESENTATIVES, White House Office|Lobbyist name: Thomas  Donohue ; Lobbyist name: R. Bruce  Josten ; Lobbyist name: Ronald  Eidshaug ; Lobbyist name: Jason  Matthews ; Lobbyist name: Scott  Eckart ; Lobbyist name: Sarah  Suckow ; Lobbyist name: Daniel  Hillenbrand ; Lobbyist name: Daniel  Mahoney ; Lobbyist name: David  Brinton ; Lobbyist name: Nicholas  Andrews , Covered Position: Rep. Mario Diaz-Balart, Unpaid Intern, January-March 2012 ; Lobbyist name: Martin  Regalia ; Lobbyist name: Giovanni  Coratolo ||||||||||||||Name: Daren  Bakst ; Name: Shea  Bettwy ; Name: Diego  Bonomo ; Name: Kathleen  McInerney ; Name: Cecelia  Retelle ; Name: Chris  Strow ||http://www.uschamber.com/associations/c100/committee-100-members; http://www.theglobalipcenter.com/sites/default/files/1_1_2012_cacp_membership_list_.pdf |
2013 |2A |||Chamber of Commerce of the U.S.A. |Chamber of Commerce of the U.S.A. |N |38756-12 |318860000 |||1615 H STREET, NW |WASHINGTON |DC |20062 |USA ||||||Y |Ryan P. Meyers |7/22/2013 5:54:06 PM |||13970000.00 |C |TAX|ISSUE: H.R. 30, Small Business Investment Enhancement and Tax Relief Act  H.R. 233, To amend chapter 31 of title 31, United States Code, to provide for an orderly process by which the debt ceiling is increased  H.R. 243, Bowles-Simpson Plan of Lowering Americas Debt Act  H.R. 325, No Budget, No Pay Act of 2013 H.R. 516, Middle Class Payroll Tax Relief Act  H.R. 523, Protect Medical Innovation Act of 2013  H.R. 581, First Responder Medical Device Tax Relief Act  H.R. 582, Healthcare Tax Relief and Mandate Repeal Act  H.R. 684 / S. 336, Marketplace Fairness Act of 2013  H.R. 694, Corporate Tax Fairness Act  H.R. 714 / S. 310, Startup Act 3.0  H.R. 763, To repeal the annual fee on health insurance providers enacted by the Patient Protection and Affordable Care Act  H.R. 766 / S. 321, Paying a Fair Share Act of 2013  H.R. 815, To amend the Internal Revenue Code of 1986 to make certain dividends and distributions paid to individuals from certain small businesses exempt from tax to the extent of the increased wages of the small business  H.R. 851 / S. 337, Bring Jobs Home Act  H.R. 880 / S. 410, Wall Street Trading and Speculators Tax Act  H.R. 886, Americas Small Business Tax Relief Act of 2013  H.R. 903, American Job Protection Act  H.R. 1013, Discretionary Spending Reduction Act  H.R. 1202 / S. 547, One Percent Spending Reduction Act of 2013  H.R. 1248 / S. 610, To amend the Patient Protection and Affordable Care Act to repeal certain limitations on health care benefits  H.R. 1295, Medical Device Tax Elimination Act  H.R. 1558 / S. 24, Small Business Health Relief Act of 2013  S. 18, Sequester Replacement and Spending Reduction Act of 2013  S. 43, Dollar-for-Dollar Deficit Reduction Act  S. 193, Startup Innovation Credit Act of 2013  S. 232, Medical Device Access and Innovation Protection Act   S. 250, Corporate Tax Dodging Prevention Act   S. 268, CUT Loopholes Act  S. 277, Job Prevention and Economic Certainty Act of 2013   S. 278, Job Preservation and Sequester Replacement Act of 2013  S. 388, American Family Economic Protection Act of 2013  S. 399, American Job Protection Act  S. 603, Jobs and Premium Protection Act   S. 606, SEAL Act  S. 953, Student Loan Affordability Act of 2013, provisions relating to tax   H. Con. Res. 25, Establishing the budget for the United States Government for fiscal year 2014 and setting forth appropriate budgetary levels for fiscal years 2015 through 2023   S. Con. Res. 8, An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2014, revising the appropriate budgetary levels for fiscal year 2013, and setting forth the appropriate budgetary levels for fiscal years 2015 through 2023   Potential legislation similar to H.R. 1860, Digital Goods and Services Tax Fairness of 2011   Various issues relating to implementation of Consolidated and Further Continuing Appropriations Act for Fiscal Year 2013 (P.L. 113-6); the fiscal cliff, tax reform, entitlement reform and sequestration; the implementation of Middle Class Tax Relief and Job Creation Act of 2012 (P.L. 112-96); Chairman Paul Ryan's FY13 Budget Proposal; R&D tax credit; tax extenders; S-Corp tax provisions; deferral tax provisions; international competiveness of corporate tax rates; exemptions for active financing income; comprehensive tax reform, including House Ways and Means Committee working drafts; higher education, including student loan interest rates; small business tax reform; tax reform; entitlement reform; national debt/deficit |U.S. SENATE, U.S. HOUSE OF REPRESENTATIVES, Treasury - Dept of|Lobbyist name: Thomas  Donohue ; Lobbyist name: R. Bruce  Josten ; Lobbyist name: Ronald  Eidshaug ; Lobbyist name: Ashley  Wilson ; Lobbyist name: Jeffrey  Lungren ; Lobbyist name: Sarah  Suckow ; Lobbyist name: Daniel  Hillenbrand ; Lobbyist name: Daniel  Mahoney ; Lobbyist name: David  Brinton ; Lobbyist name: Nicholas  Andrews , Covered Position: Rep. Mario Diaz-Balart, Unpaid Intern, January-March 2012 ; Lobbyist name: Moore  Hallmark ; Lobbyist name: Robert  Purser ; Lobbyist name: Geoffrey  O'Hara ; Lobbyist name: Stephen  McAllister ; Lobbyist name: Benjamin  Taylor ; Lobbyist name: Cholly  Smith ; Lobbyist name: Dick  Castner ; Lobbyist name: William  Kovacs ; Lobbyist name: Jason  Goldman ; Lobbyist name: Thomas  Quaadman ; Lobbyist name: Martin  Regalia ; Lobbyist name: Caroline  Harris ; Lobbyist name: Anne  Warhola ||||||||||||||Name: Daren  Bakst ; Name: Shea  Bettwy ; Name: Diego  Bonomo ; Name: Kathleen  McInerney ; Name: Cecelia  Retelle ; Name: Chris  Strow ||http://www.uschamber.com/associations/c100/committee-100-members; http://www.theglobalipcenter.com/sites/default/files/1_1_2012_cacp_membership_list_.pdf |
2013 |2A |||Chamber of Commerce of the U.S.A. |Chamber of Commerce of the U.S.A. |N |38756-12 |318860000 |||1615 H STREET, NW |WASHINGTON |DC |20062 |USA ||||||Y |Ryan P. Meyers |7/22/2013 5:54:06 PM |||13970000.00 |C |TEC|ISSUE: H.R. 491, Global Online Freedom Act of 2013  H.R. 624, Cyber Intelligence Sharing and Protection Act  H.R. 684 / S. 336, Marketplace Fairness Act of 2013  H.R. 756, Cyber-Security Enhancement Act of 2013  H.R. 983, Online Communications and Geolocation Protection Act  H.R. 1123 / S. 517, Unlocking Consumer Choice and Wireless Competition Act H.R. 1312 / S.639, Geolocational Privacy and Surveillance Act  H.R. 1468, SECURE IT  H.R. 1847 / S. 607, Electronic Communications Privacy Act Amendments Act of 2013  H.R. 1852, Email Privacy Act  S. 467, Wireless Device Independence Act of 2013  S. 607, Electronic Communications Privacy Act Amendments Act of 2013  S. 1193, Data Security and Breach Notification Act of 2013   21st Century Cyber Threats, House Judiciary Committee (discussion draft)  Location Privacy Protection Act (draft)   Potential legislation similar to H.R. 1860, Digital Goods and Services Tax Fairness of 2011  Various issues relating to the implementation of Consolidated and Further Continuing Appropriations Act for Fiscal Year 2013 (P.L. 113-6), including provisions relating to IP enforcement funding; cell phone geotracking; copyright and trademark infringement; Trans-Pacific Partnership (TPP) agreement, Russia Permanent Normal Trade Relations (PNTR), and other trade agreements; Customs Facilitation and Trade Enforcement Reauthorization;  privacy legislation; Office of the Intellectual Property Enforcement Coordinator and the National Intellectual Property Rights Coordination Center; securing clarification that criminal copyright infringement through unauthorized streaming is a felony;  Executive Order 13636, Improving Critical Infrastructure Cyber security, including data breach provisions; Cyber security; ICANN's gTLD program; data breach notification; Telephone Consumer Protection Act (P.L. 108-10) modernization; IP enforcement funding |U.S. SENATE, U.S. HOUSE OF REPRESENTATIVES, Commerce - Dept of  (DOC)|Lobbyist name: Thomas  Donohue ; Lobbyist name: R. Bruce  Josten ; Lobbyist name: Ronald  Eidshaug ; Lobbyist name: Bradley  Hayes ; Lobbyist name: Sarah  Suckow ; Lobbyist name: Daniel  Hillenbrand ; Lobbyist name: Daniel  Mahoney ; Lobbyist name: David  Brinton ; Lobbyist name: Nicholas  Andrews , Covered Position: Rep. Mario Diaz-Balart, Unpaid Intern, January-March 2012 ; Lobbyist name: William  Kovacs ; Lobbyist name: Jason  Goldman ; Lobbyist name: Martin  Regalia ; Lobbyist name: Caroline  Harris ; Lobbyist name: Anne  Warhola ||||||||||||||Name: Daren  Bakst ; Name: Shea  Bettwy ; Name: Diego  Bonomo ; Name: Kathleen  McInerney ; Name: Cecelia  Retelle ; Name: Chris  Strow ||http://www.uschamber.com/associations/c100/committee-100-members; http://www.theglobalipcenter.com/sites/default/files/1_1_2012_cacp_membership_list_.pdf |
2013 |2A |||Chamber of Commerce of the U.S.A. |Chamber of Commerce of the U.S.A. |N |38756-12 |318860000 |||1615 H STREET, NW |WASHINGTON |DC |20062 |USA ||||||Y |Ryan P. Meyers |7/22/2013 5:54:06 PM |||13970000.00 |C |TOU|ISSUE: H.R. 300 / S. 226, Visa Waiver for Israel Act of 2013  H.R. 313, Government Spending Accountability Act of 2013  H.R. 490 / S. 223, Visa Waiver Program Enhanced Security and Reform Act  H.R. 548, Border Infrastructure and Jobs Act of 2013   H.R. 583, Putting Our Resources Toward Security (PORTS) Act   H.R. 1108 / S. 178, Cross-Border Trade Enhancement Act of 2013  H.R. 1354, Jobs Originated through Launching Travel Act of 2013  H.R. 1417 / S. 683, Border Security Results Act of 2013  H.R. 1923 / S. 703, To amend the Immigration and Nationality Act to provide for the eligibility of the Hong Kong Special Administrative Region for designation for participation in the visa waiver program for certain visitors to the United States  S. 300, To prohibit the implementation of any program that grants temporary legal status to, or adjusts the status of, any individual who is unlawfully present in the United States until the Secretary of Homeland Security certifies that the US-VISIT system has been fully implemented at every land, sea, and air port of entry  S. 478, To clarify that the revocation of an alien's visa or other documentation is not subject to judicial review  S. 744, Border Security, Economic Opportunity, and Immigration Modernization Act   Various issues relating to implementation of Consolidated and Further Continuing Appropriations Act for Fiscal Year 2013 (P.L. 113-6); Executive Order 13597, Establishing Visa and Foreign Visitor Processing Goals and the Task Force on Travel and Competitiveness; expansion of DHS trusted traveler programs including Customs and Border Protection's Global Entry program and the Transportation Security Administration's PreCheck;  Customs and Border Protection staffing at U.S. ports of entry;  brand USA and travel promotion; government travel and meetings; proposed study for a fee on pedestrians at land ports of entry; IP enforcement funding |U.S. SENATE, U.S. HOUSE OF REPRESENTATIVES, Office of Management & Budget (OMB), State - Dept of (DOS), Homeland Security - Dept of  (DHS), White House Office, Commerce - Dept of  (DOC)|Lobbyist name: Thomas  Donohue ; Lobbyist name: R. Bruce  Josten ; Lobbyist name: Ronald  Eidshaug ; Lobbyist name: Justin  Lumadue ; Lobbyist name: Sarah  Suckow ; Lobbyist name: Daniel  Hillenbrand ; Lobbyist name: Daniel  Mahoney ; Lobbyist name: David  Brinton ; Lobbyist name: Nicholas  Andrews , Covered Position: Rep. Mario Diaz-Balart, Unpaid Intern, January-March 2012 ; Lobbyist name: Randel  Johnson ; Lobbyist name: Amy  Nice ; Lobbyist name: Lisa  Atkins ||||||||||||||Name: Daren  Bakst ; Name: Shea  Bettwy ; Name: Diego  Bonomo ; Name: Kathleen  McInerney ; Name: Cecelia  Retelle ; Name: Chris  Strow ||http://www.uschamber.com/associations/c100/committee-100-members; http://www.theglobalipcenter.com/sites/default/files/1_1_2012_cacp_membership_list_.pdf |
2013 |2A |||Chamber of Commerce of the U.S.A. |Chamber of Commerce of the U.S.A. |N |38756-12 |318860000 |||1615 H STREET, NW |WASHINGTON |DC |20062 |USA ||||||Y |Ryan P. Meyers |7/22/2013 5:54:06 PM |||13970000.00 |C |TRA|ISSUE: H.R. 335, RAMP Act  H.R. 1149, Waterways Are Vital for the Economy, Energy, Efficiency, and Environment Act of 2013  H.R. 2084, Partnership to Build America Act of 2013 S. 218, Harbor Maintenance Act of 2013  S. 407, Reinvesting In Vital Economic Rivers and Waterways Act of 2013  S. 601, Water Resources and Development Act   H. Con. Res. 25, Establishing the budget for the United States Government for fiscal year 2014 and setting forth appropriate budgetary levels for fiscal years 2015 through 2023  S. Con. Res. 8, An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2014, revising the appropriate budgetary levels for fiscal year 2013, and setting forth the appropriate budgetary levels for fiscal years 2015 through 2023    Various issues relating to implementation Moving Ahead for Progress in the 21st Century Act (MAP-21) (P.L. 112-141), including maintaining funding levels; revenue sources for the Highway Trust Fund; financing mechanisms for surface transportation, aviation, marine transportation, and clean water infrastructure including national infrastructure banks, investment funds, bonding programs, special purpose bonds and public private partnerships; movement of waterborne commerce along the nations inland waterways;  water resources; National Freight Advisory Council; Buy America provisions  |U.S. SENATE, U.S. HOUSE OF REPRESENTATIVES, Transportation - Dept of (DOT)|Lobbyist name: Thomas  Donohue ; Lobbyist name: R. Bruce  Josten ; Lobbyist name: Ronald  Eidshaug ; Lobbyist name: Janet  Kavinoky (Friedl) ; Lobbyist name: Drew  Preston ; Lobbyist name: Daniel  Hillenbrand ; Lobbyist name: Daniel  Mahoney ; Lobbyist name: David  Brinton ; Lobbyist name: Nicholas  Andrews , Covered Position: Rep. Mario Diaz-Balart, Unpaid Intern, January-March 2012 ; Lobbyist name: Moore  Hallmark ; Lobbyist name: Robert  Purser ; Lobbyist name: Monique  Thierry ; Lobbyist name: John  Gonzales ; Lobbyist name: Geoffrey  O'Hara ; Lobbyist name: Stephen  McAllister ||||||||||||||Name: Daren  Bakst ; Name: Shea  Bettwy ; Name: Diego  Bonomo ; Name: Kathleen  McInerney ; Name: Cecelia  Retelle ; Name: Chris  Strow ||http://www.uschamber.com/associations/c100/committee-100-members; http://www.theglobalipcenter.com/sites/default/files/1_1_2012_cacp_membership_list_.pdf |
